Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT,AAPL,AMZN,GOOG,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,200.888671875,208.47000122070312,165.6369171142578,483.1930847167969,201.5,208.47000122070312,166.00999450683594,486.0,202.3000030517578,210.38999938964844,168.47999572753906,487.75,198.9600067138672,207.30999755859375,163.3300018310547,472.510009765625,201.6300048828125,209.7899932861328,167.32000732421875,478.2099914550781,55814300,37311700,36975600,24864000
2025-06-24,199.6923065185547,212.77000427246094,167.363037109375,487.279296875,200.3000030517578,212.77000427246094,167.74000549316406,490.1099853515625,203.44000244140625,214.33999633789062,169.25,491.8500061035156,200.1999969482422,211.0500030517578,166.91000366210938,486.79998779296875,202.58999633789062,212.13999938964844,167.68499755859375,488.95001220703125,54064000,38378800,27310300,22305600
2025-06-25,200.948486328125,211.99000549316406,171.10459899902344,489.4268493652344,201.55999755859375,211.99000549316406,171.49000549316406,492.2699890136719,203.6699981689453,216.02999877929688,173.36000061035156,494.55999755859375,200.6199951171875,211.11000061035156,168.56100463867188,489.3900146484375,201.4499969482422,214.6199951171875,168.64999389648438,492.0400085449219,39525700,31755700,23627400,17495100
2025-06-26,200.3902130126953,217.1199951171875,174.03799438476562,494.57696533203125,201.0,217.1199951171875,174.42999267578125,497.45001220703125,202.63999938964844,218.0399932861328,174.64999389648438,498.0400085449219,199.4600067138672,212.00999450683594,170.86000061035156,492.80999755859375,201.42999267578125,213.1199951171875,173.38499450683594,492.9800109863281,50799100,50480800,25909100,21578900
2025-06-27,200.469970703125,223.3000030517578,177.86936950683594,493.0756530761719,201.0800018310547,223.3000030517578,178.27000427246094,495.94000244140625,203.22000122070312,223.3000030517578,178.83999633789062,499.29998779296875,200.0,216.74000549316406,172.7100067138672,493.0299987792969,201.88999938964844,219.9199981689453,174.6300048828125,497.54998779296875,73188600,119217100,74053100,34539200
2025-06-30,204.5475311279297,219.38999938964844,176.99134826660156,494.5372009277344,205.1699981689453,219.38999938964844,177.38999938964844,497.4100036621094,207.38999938964844,223.82000732421875,181.5800018310547,500.760009765625,199.25999450683594,219.1199951171875,175.5,495.3299865722656,202.00999450683594,223.52000427246094,180.78500366210938,497.0400085449219,91912800,58887800,43964600,28369000
2025-07-01,207.18951416015625,220.4600067138672,176.51243591308594,489.2081298828125,207.82000732421875,220.4600067138672,176.91000366210938,492.04998779296875,210.19000244140625,221.8800048828125,177.22000122070312,498.04998779296875,206.13999938964844,217.92999267578125,174.66000366210938,490.9800109863281,206.6699981689453,219.5,176.80499267578125,496.4700012207031,78788900,39256800,25778500,19945400
2025-07-02,211.7954864501953,219.9199981689453,179.3560028076172,488.2536926269531,212.44000244140625,219.9199981689453,179.75999450683594,491.0899963378906,213.33999633789062,221.60000610351562,179.93499755859375,493.5,208.13999938964844,219.05999755859375,176.08999633789062,488.70001220703125,208.91000366210938,219.72999572753906,176.5449981689453,489.989990234375,67941800,30894200,19325900,16319600
2025-07-03,212.90213012695312,223.41000366210938,180.1442413330078,495.95892333984375,213.5500030517578,223.41000366210938,180.5500030517578,498.8399963378906,214.64999389648438,224.00999450683594,180.77000427246094,500.1300048828125,211.80999755859375,221.36000061035156,178.19000244140625,493.44000244140625,212.14999389648438,221.82000732421875,179.82000732421875,493.80999755859375,34955800,29632400,13287400,13984800
2025-07-07,209.3130340576172,223.47000122070312,177.1609649658203,494.84539794921875,209.9499969482422,223.47000122070312,177.55999755859375,497.7200012207031,216.22999572753906,224.2899932861328,180.33999633789062,498.75,208.8000030517578,222.3699951171875,176.63999938964844,495.2300109863281,212.67999267578125,223.0,180.13499450683594,497.3800048828125,50229000,36604100,20991400,13981600
2025-07-08,209.3728485107422,219.36000061035156,174.76637268066406,493.7517395019531,210.00999450683594,219.36000061035156,175.16000366210938,496.6199951171875,211.42999267578125,224.0,178.7899932861328,498.20001220703125,208.4499969482422,218.42999267578125,173.9199981689453,494.1099853515625,210.10000610351562,223.9199981689453,178.77999877929688,497.239990234375,42848900,45692000,24108600,11846600
2025-07-09,210.4994354248047,222.5399932861328,177.2607421875,500.6019592285156,211.13999938964844,222.5399932861328,177.66000366210938,503.510009765625,211.3300018310547,224.2899932861328,180.27999877929688,506.7799987792969,207.22000122070312,220.47000122070312,173.8800048828125,499.739990234375,209.52999877929688,221.07000732421875,176.11000061035156,500.29998779296875,48749400,38155100,31288000,18659500
2025-07-10,211.7655792236328,222.25999450683594,178.2983856201172,498.58367919921875,212.41000366210938,222.25999450683594,178.6999969482422,501.4800109863281,213.47999572753906,222.7899932861328,179.58999633789062,504.44000244140625,210.02999877929688,219.6999969482422,175.74000549316406,497.75,210.50999450683594,221.5500030517578,176.6699981689453,503.04998779296875,44443600,30370600,24693700,16492100
2025-07-11,210.5193634033203,225.02000427246094,180.90252685546875,500.4130554199219,211.16000366210938,225.02000427246094,181.30999755859375,503.32000732421875,212.1300048828125,226.67999267578125,182.61000061035156,505.0299987792969,209.86000061035156,222.3699951171875,177.54100036621094,497.79998779296875,210.57000732421875,223.5800018310547,177.91000366210938,498.4700012207031,39765800,50518300,23975700,16459500
2025-07-14,207.98707580566406,225.69000244140625,182.399169921875,500.1147766113281,208.6199951171875,225.69000244140625,182.80999755859375,503.0199890136719,210.91000366210938,226.66000366210938,184.72999572753906,503.9700012207031,207.5399932861328,224.24000549316406,180.71099853515625,501.0299987792969,209.92999267578125,225.07000732421875,182.07000732421875,501.5199890136719,38840100,35702600,20990400,12058800
2025-07-15,208.4755859375,226.35000610351562,182.6885223388672,502.89862060546875,209.11000061035156,226.35000610351562,183.10000610351562,505.82000732421875,211.88999938964844,227.27000427246094,185.41000366210938,508.29998779296875,208.9199981689453,225.4600067138672,182.38999938964844,502.7900085449219,209.22000122070312,226.1999969482422,183.94000244140625,503.0199890136719,42296300,34907300,23911600,14927200
2025-07-16,209.52239990234375,223.19000244140625,183.3570098876953,502.69976806640625,210.16000366210938,223.19000244140625,183.77000427246094,505.6199951171875,212.39999389648438,226.10000610351562,185.3350067138672,506.7200012207031,208.63999938964844,222.17999267578125,183.0800018310547,501.8900146484375,210.3000030517578,225.8800048828125,184.32000732421875,505.17999267578125,47490500,39535900,21152600,15154400
2025-07-17,209.38284301757812,223.8800048828125,184.284912109375,508.7446594238281,210.02000427246094,223.8800048828125,184.6999969482422,511.70001220703125,211.8000030517578,224.5,185.18699645996094,513.3699951171875,209.58999633789062,222.50999450683594,181.5,505.6199951171875,210.57000732421875,223.32000732421875,183.11500549316406,505.67999267578125,48068100,31855800,21654400,17503100
2025-07-18,210.539306640625,226.1300048828125,185.52212524414062,507.10418701171875,211.17999267578125,226.1300048828125,185.94000244140625,510.04998779296875,211.7899932861328,226.39999389648438,187.36000061035156,514.6400146484375,209.6999969482422,222.97999572753906,184.72999572753906,507.42999267578125,210.8699951171875,225.13999938964844,186.6199951171875,514.47998046875,48974600,37833800,21033400,21209700
2025-07-21,211.83535766601562,229.3000030517578,190.7204132080078,507.1141357421875,212.47999572753906,229.3000030517578,191.14999389648438,510.05999755859375,215.77999877929688,229.69000244140625,191.25999450683594,512.0900268554688,211.6300048828125,225.64999389648438,187.0500030517578,505.54998779296875,212.10000610351562,225.83999633789062,187.10000610351562,506.7099914550781,51377400,40297600,24665000,14066800
2025-07-22,213.74954223632812,227.47000122070312,191.6782684326172,502.3517761230469,214.39999389648438,227.47000122070312,192.11000061035156,505.2699890136719,214.9499969482422,230.0,193.36000061035156,511.20001220703125,212.22999572753906,226.35000610351562,188.4949951171875,505.2699890136719,213.13999938964844,229.67999267578125,192.4199981689453,510.9700012207031,46404100,37483700,26212900,13868600
2025-07-23,213.5002899169922,228.2899932861328,191.07958984375,502.94830322265625,214.14999389648438,228.2899932861328,191.50999450683594,505.8699951171875,215.14999389648438,228.7899932861328,193.36000061035156,506.7900085449219,212.41000366210938,227.08999633789062,190.17999267578125,500.70001220703125,215.0,228.47000122070312,192.36000061035156,506.75,46989300,28294900,34068100,16396600
2025-07-24,213.11148071289062,232.22999572753906,192.76580810546875,507.9294128417969,213.75999450683594,232.22999572753906,193.1999969482422,510.8800048828125,215.69000244140625,236.0,198.97000122070312,513.6699829101562,213.52999877929688,228.63999938964844,191.9499969482422,507.29998779296875,213.89999389648438,229.1699981689453,198.11000061035156,508.7699890136719,46022600,42902300,45252100,16107000
2025-07-25,213.2311248779297,231.44000244140625,193.6438446044922,510.7430419921875,213.8800048828125,231.44000244140625,194.0800018310547,513.7100219726562,215.24000549316406,232.47999572753906,195.27499389648438,518.2899780273438,213.39999389648438,231.17999267578125,192.1300048828125,510.3599853515625,214.6999969482422,232.22000122070312,192.92999267578125,512.469970703125,40268800,28712100,31101800,19125700
2025-07-28,213.40060424804688,232.7899932861328,192.98532104492188,509.5400390625,214.0500030517578,232.7899932861328,193.4199981689453,512.5,214.85000610351562,234.2899932861328,194.82000732421875,515.0,213.05999755859375,232.25,191.85499572753906,510.1199951171875,214.02999877929688,233.35000610351562,194.41000366210938,514.0800170898438,37858000,26300100,25553500,14308000
2025-07-29,210.6290283203125,231.00999450683594,195.98854064941406,509.609619140625,211.27000427246094,231.00999450683594,196.42999267578125,512.5700073242188,214.80999755859375,234.72000122070312,196.66000366210938,517.6199951171875,210.82000732421875,230.30999755859375,192.99000549316406,511.55999755859375,214.17999267578125,234.14999389648438,193.3000030517578,515.530029296875,51411700,33716200,31891600,16469200
2025-07-30,208.415771484375,230.19000244140625,196.9962921142578,510.2757568359375,209.0500030517578,230.19000244140625,197.44000244140625,513.239990234375,212.38999938964844,231.8000030517578,198.47999572753906,515.9500122070312,207.72000122070312,229.2899932861328,195.55999755859375,509.44000244140625,211.89999389648438,231.63999938964844,196.3000030517578,515.1699829101562,45512500,32993300,21150500,26380400
2025-07-31,206.9402618408203,234.11000061035156,192.42657470703125,530.4187622070312,207.57000732421875,234.11000061035156,192.86000061035156,533.5,209.83999633789062,236.52999877929688,196.8300018310547,555.4500122070312,207.16000366210938,231.39999389648438,192.0800018310547,531.9000244140625,208.49000549316406,235.77000427246094,196.60000610351562,555.22998046875,80698400,104357300,27852000,51617300
2025-08-01,201.76600646972656,214.75,189.5231170654297,521.0829467773438,202.3800048828125,214.75,189.9499969482422,524.1099853515625,213.5800018310547,220.44000244140625,191.6179962158203,535.7999877929688,201.5,212.8000030517578,188.6999969482422,520.8599853515625,210.8699951171875,217.2100067138672,189.77999877929688,535.0,104434500,122258800,21236700,28977600
2025-08-04,202.7330780029297,211.64999389648438,195.31008911132812,532.5464477539062,203.35000610351562,211.64999389648438,195.75,535.6400146484375,207.8800048828125,217.44000244140625,196.0800018310547,538.25,201.67999267578125,211.4199981689453,190.9199981689453,528.1300048828125,204.50999450683594,217.39999389648438,191.1750030517578,528.27001953125,75109300,77890100,23386000,25349000
2025-08-05,202.3043670654297,213.75,194.88107299804688,524.701904296875,202.9199981689453,213.75,195.32000732421875,527.75,205.33999633789062,216.3000030517578,198.6999969482422,537.2999877929688,202.16000366210938,212.8699951171875,194.6750030517578,527.239990234375,203.39999389648438,213.0500030517578,195.5449981689453,537.1799926757812,44155100,51505100,19010200,19171600
2025-08-06,212.60302734375,222.30999755859375,196.47744750976562,521.908203125,213.25,222.30999755859375,196.9199981689453,524.9400024414062,215.3800048828125,222.64999389648438,197.3800048828125,531.7000122070312,205.58999633789062,213.74000549316406,194.4669952392578,524.030029296875,205.6300048828125,214.6999969482422,195.25,530.9000244140625,108483100,54823000,15383700,21355700
2025-08-07,219.36245727539062,223.1300048828125,196.83663940429688,517.8319091796875,220.02999877929688,223.1300048828125,197.27999877929688,520.8400268554688,220.85000610351562,226.22000122070312,198.3699951171875,528.0900268554688,216.5800018310547,220.82000732421875,195.22000122070312,517.5499877929688,218.8800048828125,221.0,197.7100067138672,526.7999877929688,90224800,40603500,14660600,16079100
2025-08-08,228.65419006347656,222.69000244140625,201.63583374023438,519.0248413085938,229.35000610351562,222.69000244140625,202.08999633789062,522.0399780273438,231.0,223.8000030517578,203.42999267578125,524.6599731445312,219.25,221.8800048828125,197.89999389648438,519.4099731445312,220.8300018310547,223.13999938964844,197.97999572753906,522.5999755859375,113854000,32970500,24379900,15531000
2025-08-11,226.74781799316406,221.3000030517578,201.17686462402344,518.7564697265625,227.17999267578125,221.3000030517578,201.6300048828125,521.77001953125,229.55999755859375,223.0500030517578,202.16000366210938,527.5900268554688,224.75999450683594,220.39999389648438,199.8000030517578,519.719970703125,227.9199981689453,221.77999877929688,201.55499267578125,522.2999877929688,61806100,31646200,16690200,20194400
2025-08-12,229.21310424804688,221.47000122070312,203.70118713378906,526.183349609375,229.64999389648438,221.47000122070312,204.16000366210938,529.239990234375,230.8000030517578,223.5,205.1300048828125,530.97998046875,227.07000732421875,219.0500030517578,201.39999389648438,522.7000122070312,228.00999450683594,222.22999572753906,202.09500122070312,523.75,55626200,37185800,19854000,18667000
2025-08-13,232.88612365722656,224.55999755859375,202.57373046875,517.5734252929688,233.3300018310547,224.55999755859375,203.02999877929688,520.5800170898438,235.0,224.9199981689453,205.42999267578125,532.7000122070312,230.42999267578125,222.0,198.63999938964844,519.3699951171875,231.07000732421875,222.0,204.97999572753906,532.1099853515625,69878500,36508300,19573000,19619200
2025-08-14,232.33717346191406,230.97999572753906,203.36195373535156,519.46240234375,232.77999877929688,230.97999572753906,203.82000732421875,522.47998046875,235.1199951171875,233.11000061035156,205.4199981689453,525.9500122070312,230.85000610351562,227.02000427246094,202.3249969482422,520.1400146484375,234.05999755859375,227.39999389648438,202.55999755859375,522.5599975585938,51916300,61545800,17777100,20269100
2025-08-15,231.1494140625,231.02999877929688,204.44949340820312,517.1657104492188,231.58999633789062,231.02999877929688,204.91000366210938,520.1699829101562,234.27999877929688,234.0800018310547,207.3300018310547,526.0999755859375,229.33999633789062,229.80999755859375,202.0850067138672,519.0800170898438,234.0,232.5800018310547,204.72000122070312,522.77001953125,56038700,39649200,21111400,25213300
2025-08-18,230.45074462890625,231.49000549316406,203.8308868408203,514.1134643554688,230.88999938964844,231.49000549316406,204.2899932861328,517.0999755859375,233.1199951171875,231.91000366210938,206.13999938964844,522.8200073242188,230.11000061035156,228.3300018310547,203.41000366210938,514.02001953125,231.6999969482422,230.22999572753906,205.07000732421875,521.5900268554688,37476200,25248900,13000200,23760600
2025-08-19,230.1213836669922,228.00999450683594,202.0349578857422,506.8257751464844,230.55999755859375,228.00999450683594,202.49000549316406,509.7699890136719,232.8699951171875,230.52999877929688,204.2899932861328,515.1599731445312,229.35000610351562,227.1199951171875,200.92999267578125,508.54998779296875,231.27999877929688,230.08999633789062,203.90499877929688,515.0,39402600,29891000,13476600,21481000
2025-08-20,225.5800323486328,223.80999755859375,199.7401123046875,502.7992248535156,226.00999450683594,223.80999755859375,200.19000244140625,505.7200012207031,230.47000122070312,227.27000427246094,202.1699981689453,511.0,225.77000427246094,220.9199981689453,197.4600067138672,504.44000244140625,229.97999572753906,227.1199951171875,201.67999267578125,509.8699951171875,42263900,36604300,13971700,27723000
2025-08-21,224.47213745117188,221.9499969482422,200.16912841796875,502.15185546875,224.89999389648438,221.9499969482422,200.6199951171875,504.239990234375,226.52000427246094,222.77999877929688,203.36000061035156,507.6300048828125,223.77999877929688,220.5,200.39999389648438,502.7200012207031,226.27000427246094,222.64999389648438,200.72000122070312,503.69000244140625,30621200,32140500,11768900,18443300
2025-08-22,227.3267059326172,228.83999633789062,206.25543212890625,505.1295166015625,227.75999450683594,228.83999633789062,206.72000122070312,507.2300109863281,229.08999633789062,229.13999938964844,209.22999572753906,510.7300109863281,225.41000366210938,220.82000732421875,202.1300048828125,502.4100036621094,226.1699981689453,222.7899932861328,203.9600067138672,504.25,42477800,37315300,25723700,24324200
2025-08-25,226.7278594970703,227.94000244140625,208.68995666503906,502.17181396484375,227.16000366210938,227.94000244140625,209.16000366210938,504.260009765625,229.3000030517578,229.60000610351562,211.08999633789062,508.19000244140625,226.22999572753906,227.30999755859375,205.9499969482422,504.1199951171875,226.47999572753906,227.35000610351562,207.0,506.6300048828125,30983100,22633700,22788800,21638600
2025-08-26,228.87376403808594,228.7100067138672,207.482666015625,499.96099853515625,229.30999755859375,228.7100067138672,207.9499969482422,502.0400085449219,229.49000549316406,229.0,208.4600067138672,504.9800109863281,224.69000244140625,226.02000427246094,206.4499969482422,498.510009765625,226.8699951171875,227.11000061035156,208.3699951171875,504.3599853515625,54575100,26105400,23051000,30835700
2025-08-27,230.05152893066406,229.1199951171875,207.74208068847656,504.64154052734375,230.49000549316406,229.1199951171875,208.2100067138672,506.739990234375,230.89999389648438,229.8699951171875,209.57000732421875,507.2900085449219,228.25999450683594,227.80999755859375,206.38999938964844,499.8999938964844,228.61000061035156,228.57000732421875,206.4600067138672,502.0,31259500,21254500,15249000,17277900
2025-08-28,232.11758422851562,231.60000610351562,211.89273071289062,507.529541015625,232.55999755859375,231.60000610351562,212.3699951171875,509.6400146484375,233.41000366210938,232.7100067138672,212.89999389648438,511.0899963378906,229.33999633789062,228.02000427246094,207.60000610351562,505.5,230.82000732421875,229.00999450683594,207.83999633789062,507.0899963378906,38074700,33679600,20915700,18015600
2025-08-29,231.69837951660156,229.0,213.05010986328125,504.59173583984375,232.13999938964844,229.0,213.52999877929688,506.69000244140625,233.3800048828125,231.80999755859375,215.33999633789062,509.6000061035156,231.3699951171875,228.16000366210938,210.97000122070312,504.489990234375,232.50999450683594,231.32000732421875,211.27000427246094,508.6600036621094,39418400,26199200,24682200,20961600
2025-09-02,229.28298950195312,225.33999633789062,211.51358032226562,503.0282287597656,229.72000122070312,225.33999633789062,211.99000549316406,505.1199951171875,230.85000610351562,226.1699981689453,212.36900329589844,506.0,226.97000122070312,221.8300018310547,206.9600067138672,496.80999755859375,229.25,223.52000427246094,208.99000549316406,500.4700012207031,44075600,38843900,28900100,18128000
2025-09-03,238.01634216308594,225.99000549316406,230.58065795898438,503.2572937011719,238.47000122070312,225.99000549316406,231.10000610351562,505.3500061035156,238.85000610351562,227.1699981689453,231.8000030517578,507.7900085449219,234.36000061035156,224.36000061035156,225.1199951171875,502.32000732421875,237.2100067138672,225.2100067138672,226.47999572753906,503.7900085449219,66427800,29223100,72250300,16345100
2025-09-04,239.3238525390625,235.67999267578125,232.1371307373047,505.866455078125,239.77999877929688,235.67999267578125,232.66000366210938,507.9700012207031,239.89999389648438,235.77000427246094,232.77000427246094,508.1499938964844,236.74000549316406,230.77999877929688,226.75999450683594,503.1499938964844,238.4499969482422,231.19000244140625,230.15499877929688,504.29998779296875,47549400,59391800,32196000,15509500
2025-09-05,239.2340087890625,232.3300018310547,234.64149475097656,492.9501647949219,239.69000244140625,232.3300018310547,235.1699981689453,495.0,241.32000732421875,236.0,236.1300048828125,511.9700012207031,238.49000549316406,231.92999267578125,232.3800048828125,492.3699951171875,240.0,235.19000244140625,232.66000366210938,509.07000732421875,54870400,36721800,26127700,31994800
2025-09-08,237.42745971679688,235.83999633789062,233.84259033203125,496.13690185546875,237.8800048828125,235.83999633789062,234.16000366210938,498.20001220703125,240.14999389648438,237.60000610351562,238.39999389648438,501.20001220703125,236.33999633789062,233.75,233.72999572753906,495.0299987792969,239.3000030517578,234.94000244140625,235.7899932861328,498.1099853515625,48999500,33947100,23128800,16771000
2025-09-09,233.9041748046875,238.24000549316406,239.61474609375,496.34600830078125,234.35000610351562,238.24000549316406,239.94000244140625,498.4100036621094,238.77999877929688,238.85000610351562,240.58999633789062,502.25,233.36000061035156,235.0800018310547,233.3800048828125,497.70001220703125,237.0,236.36000061035156,234.19000244140625,501.42999267578125,66313900,27033800,22854800,14410500
2025-09-10,226.35855102539062,230.3300018310547,239.23526000976562,498.29791259765625,226.7899932861328,230.3300018310547,239.55999755859375,500.3699951171875,232.4199981689453,237.67999267578125,242.0800018310547,503.2300109863281,225.9499969482422,229.10000610351562,238.11000061035156,496.7200012207031,232.19000244140625,237.52000427246094,239.25,502.9800109863281,83440800,60907700,19990100,21611800
2025-09-11,229.59239196777344,229.9499969482422,240.45361328125,498.9352722167969,230.02999877929688,229.9499969482422,240.77999877929688,501.010009765625,230.4499969482422,231.52999877929688,242.57000732421875,503.1700134277344,226.64999389648438,229.33999633789062,236.5800018310547,497.8800048828125,226.8800048828125,231.49000549316406,240.13999938964844,502.25,50208600,37485600,21308600,18881600
2025-09-12,233.62472534179688,228.14999389648438,241.0528106689453,507.7884521484375,234.07000732421875,228.14999389648438,241.3800048828125,509.8999938964844,234.50999450683594,230.7899932861328,242.42300415039062,512.5499877929688,229.02000427246094,226.2899932861328,238.5,503.8500061035156,229.22000122070312,230.35000610351562,240.8000030517578,506.6499938964844,55824200,38496200,14536600,23624900
2025-09-15,236.24969482421875,231.42999267578125,251.41873168945312,513.225830078125,236.6999969482422,231.42999267578125,251.75999450683594,515.3599853515625,238.19000244140625,233.72999572753906,252.75,515.469970703125,235.02999877929688,230.32000732421875,244.97999572753906,507.0,237.0,230.6300048828125,245.13999938964844,508.7900085449219,42699500,33243300,29935200,17143800
2025-09-16,237.6969451904297,234.0500030517578,251.0791778564453,506.9320068359375,238.14999389648438,234.0500030517578,251.4199981689453,509.0400085449219,241.22000122070312,235.89999389648438,253.22999572753906,517.22998046875,236.32000732421875,232.22999572753906,249.71499633789062,508.6000061035156,237.17999267578125,232.94000244140625,252.3300018310547,516.8800048828125,63421100,38203900,24493500,19711900
2025-09-17,238.5353546142578,231.6199951171875,249.51132202148438,507.9079284667969,238.99000549316406,231.6199951171875,249.85000610351562,510.0199890136719,240.10000610351562,234.3000030517578,251.9499969482422,511.2900085449219,237.72999572753906,228.7100067138672,246.5800018310547,505.92999267578125,238.97000122070312,233.77000427246094,251.4600067138672,510.6199951171875,46508000,42815200,20491300,15816600
2025-09-18,237.42745971679688,231.22999572753906,251.98794555664062,506.3444519042969,237.8800048828125,231.22999572753906,252.3300018310547,508.45001220703125,241.1999969482422,233.47999572753906,254.13999938964844,513.0700073242188,236.64999389648438,228.7899932861328,250.11000061035156,507.6600036621094,239.97000122070312,232.5,251.86000061035156,511.489990234375,44249600,37931700,21166400,18913700
2025-09-19,245.032958984375,231.47999572753906,254.89401245117188,515.7852172851562,245.5,231.47999572753906,255.24000549316406,517.9299926757812,246.3000030517578,234.16000366210938,256.70001220703125,519.2999877929688,240.2100067138672,229.6999969482422,252.0679931640625,510.30999755859375,241.22999572753906,232.3699951171875,253.39999389648438,510.55999755859375,163741300,97943200,41616800,52474100
2025-09-22,255.5928192138672,227.6300048828125,252.53721618652344,512.3196411132812,256.0799865722656,227.6300048828125,252.8800048828125,514.4500122070312,256.6400146484375,230.57000732421875,256.30999755859375,517.739990234375,248.1199951171875,227.50999450683594,250.80999755859375,512.5399780273438,248.3000030517578,230.55999755859375,254.77999877929688,515.5900268554688,105517400,45914500,20079000,20009300
2025-09-23,253.9459686279297,220.7100067138672,251.99794006347656,507.1212463378906,254.42999267578125,220.7100067138672,252.33999633789062,509.2300109863281,257.3399963378906,227.86000061035156,254.77000427246094,514.5900268554688,253.5800018310547,220.07000732421875,251.08999633789062,507.30999755859375,255.8800048828125,227.8300018310547,253.65499877929688,513.7999877929688,60275200,70956200,17521100,19799600
2025-09-24,251.8300018310547,220.2100067138672,247.4940643310547,508.0373840332031,252.30999755859375,220.2100067138672,247.8300018310547,510.1499938964844,255.74000549316406,224.55999755859375,252.9600067138672,512.47998046875,251.0399932861328,219.4499969482422,247.22000122070312,506.9200134277344,255.22000122070312,224.14999389648438,252.14999389648438,510.3800048828125,42303700,49509000,16958500,13533700
2025-09-25,256.3813171386719,218.14999389648438,246.2357635498047,504.9303283691406,256.8699951171875,218.14999389648438,246.57000732421875,507.0299987792969,257.1700134277344,220.6699981689453,247.31500244140625,510.010009765625,251.7100067138672,216.47000122070312,241.64999389648438,505.0400085449219,253.2100067138672,220.05999755859375,244.83999633789062,508.29998779296875,55202100,52226300,17379800,15786500
2025-09-26,254.97401428222656,219.77999877929688,246.8449249267578,509.3419494628906,255.4600067138672,219.77999877929688,247.17999267578125,511.4599914550781,257.6000061035156,221.0500030517578,250.1199951171875,513.9400024414062,253.77999877929688,218.02000427246094,246.63999938964844,506.6199951171875,254.10000610351562,219.0800018310547,247.78500366210938,510.05999755859375,46076300,41650100,16594600,16213100
2025-09-29,253.9459686279297,222.1699981689453,244.0287628173828,512.4689331054688,254.42999267578125,222.1699981689453,244.36000061035156,514.5999755859375,255.0,222.60000610351562,251.6479949951172,516.8499755859375,253.00999450683594,219.3000030517578,243.1999969482422,508.8800048828125,254.55999755859375,220.0800018310547,248.27499389648438,511.5,40127700,44259200,23157200,17617800
2025-09-30,254.14559936523438,219.57000732421875,243.2198486328125,515.8051147460938,254.6300048828125,219.57000732421875,243.5500030517578,517.9500122070312,255.9199981689453,222.24000549316406,243.6750030517578,518.1599731445312,253.11000061035156,217.88999938964844,239.5709991455078,509.6600036621094,254.86000061035156,222.02999877929688,243.05999755859375,513.239990234375,37704300,48396400,22541200,19728200
2025-10-01,254.9640350341797,220.6300048828125,245.2071533203125,517.5578002929688,255.4499969482422,220.6300048828125,245.5399932861328,519.7100219726562,258.7900085449219,222.14999389648438,247.14999389648438,520.510009765625,254.92999267578125,216.61000061035156,239.1999969482422,511.69000244140625,255.0399932861328,217.36000061035156,241.17999267578125,514.7999877929688,48713900,43933800,23967700,22632300
2025-10-02,256.6408386230469,222.41000366210938,246.095947265625,513.6041870117188,257.1300048828125,222.41000366210938,246.42999267578125,515.739990234375,258.17999267578125,222.80999755859375,247.63499450683594,521.5999755859375,254.14999389648438,218.9499969482422,243.10499572753906,510.67999267578125,256.5799865722656,221.00999450683594,245.63999938964844,517.6400146484375,42630200,41258600,20657500,21222900
2025-10-03,257.5291442871094,219.50999450683594,246.1159210205078,515.20751953125,258.0199890136719,219.50999450683594,246.4499969482422,517.3499755859375,259.239990234375,224.1999969482422,247.1179962158203,520.489990234375,253.9499969482422,219.33999633789062,242.47000122070312,515.0,254.6699981689453,223.44000244140625,245.22999572753906,517.0999755859375,49155600,43639000,19941400,15112300
2025-10-06,256.2016906738281,220.89999389648438,251.16905212402344,526.3811645507812,256.69000244140625,220.89999389648438,251.50999450683594,528.5700073242188,259.07000732421875,221.72999572753906,252.1999969482422,531.030029296875,255.0500030517578,216.02999877929688,245.69000244140625,518.2000122070312,257.989990234375,221.0,245.77999877929688,518.6099853515625,44664100,43690900,18309000,21388600
2025-10-07,255.99208068847656,221.77999877929688,246.7949981689453,521.8101196289062,256.4800109863281,221.77999877929688,247.1300048828125,523.97998046875,257.3999938964844,222.88999938964844,251.5500030517578,529.7999877929688,255.42999267578125,220.1699981689453,246.80999755859375,521.4400024414062,256.80999755859375,220.8800048828125,248.92999267578125,528.2899780273438,31955800,31194700,13811200,14615200
2025-10-08,257.5690612792969,225.22000122070312,245.1272735595703,522.676513671875,258.05999755859375,225.22000122070312,245.4600067138672,524.8499755859375,258.5199890136719,226.72999572753906,247.25999450683594,526.9500122070312,256.1099853515625,221.19000244140625,245.08999633789062,523.0900268554688,256.5199890136719,222.9199981689453,246.1999969482422,523.280029296875,36496900,46686000,14136500,13363400
2025-10-09,253.55670166015625,227.74000549316406,241.88168334960938,520.2366943359375,254.0399932861328,227.74000549316406,242.2100067138672,522.4000244140625,258.0,228.2100067138672,245.55499267578125,524.3300170898438,253.13999938964844,221.75,239.67999267578125,517.4000244140625,257.80999755859375,225.0,245.05999755859375,522.3400268554688,38322000,46412100,19375700,18343600
